date,Governorate,District,Village Name/ /ozla,Type,Facility name,Phase,Status,Comments (if any),Installed/planned capacity (kW),Male Beneficiaries (approx.),Female Beneficiaries (approx.),Total Beneficiaries (approx.),Coordinate
2025-05-15,Al Mahwit,Hufash,,Well,Al Thaari Stage-3 /  الذاري مرحلة-3,Package#5,Contract awarded,,45.0,2352.0,2568.0,4920,"15.426821 , 43.401974"
2025-05-15,Al Mahwit,Hufash,,Well,Al Safakain Stage-2 / الصفقين مرحلة-2,Package#5,Contract awarded,,54.0,3120.0,3360.0,6480,"15.419568 ,43.456018"
2025-05-15,Al Mahwit,Hufash/حفاش,,Well,Al Safakain Stage-3 / الصفقين مرحلة-3,Package#5,Contract awarded,,36.0,2880.0,3120.0,6000,"15.410521,43.452721"
2025-05-15,Al Mahwit,Hufash,,Well,Al Safakain Stage-6 / الصفقين مرحلة-6,Package#5,Contract awarded,,45.0,2880.0,3120.0,6000,"15.399525,43.453747"
2025-05-15,Ma'rib,Al Jubah,,Well,Al qahir / القاهر,Package#5,Contract awarded,,27.0,2880.0,3120.0,6000,"15.38679, 43.44059"
2025-05-15,Ma'rib,Al Abdiyah,,Well,Milahuh Al Balghith / ملاحه ال بالغيث,Package#5,Contract awarded,,9.0,2304.0,2496.0,4800,"15.009426, 45.311553"
2025-05-15,Ma'rib,Jabal Murad,,Well,Al-Tarf / الطارف,Package#5,Contract awarded,,4.8,1608.0,1752.0,3360,"14.646799°, 45.353683°"
2025-05-15,Sana'a,Bani Matar,,Well,Al-Arrain  / العرين والقرى المجاورة,Package#5,Contract awarded,,54.0,1032.0,1128.0,2160,"15.023575°,45.192193°"
2025-05-15,Sana'a,Bani Matar,,Well,AL-Harfoof/ الحرفوف,Package#5,Contract awarded,,36.0,1848.0,1992.0,3840,"15.095250°, 43.785170°"
2025-05-15,Taiz,Ash Shamayatayn,,Well,Al-Sakkaf /  السقاف,Package#5,Contract awarded,,36.0,1272.0,1368.0,2640,"15.087150°, 43.778880°"
2025-05-15,Taiz,Ash Shamayatayn,,Well,Al-Mudihees / المديحيس,Package#5,Contract awarded,,36.0,2064.0,2256.0,4320,"15.158106, 44.103554"
2025-05-15,Taiz,Ash Shamayatayn,,Well,Al-Mudihees / المديحيس,Package#5,Contract awarded,,27.0,1848.0,1992.0,3840,"15.130740, 44.010994"
2025-05-15,Taiz,Al Mawasit,,Well,Muhejah / موحجة,Package#5,Contract awarded,,72.0,1944.0,2112.0,4056,"13.23257,44.03476"
2025-05-15,Taiz,Ash Shamayatayn,,Well,Mayila / مائلة,Package#5,Contract awarded,,72.0,1440.0,1584.0,3024,"13.19187,43.93111"
2025-05-15,Taiz,Ash Shamayatayn,,Well,Al-Khadash / الكدش,Package#5,Contract awarded,,45.0,1152.0,1248.0,2400,"13.18804,43.91827"
2025-05-15,Taiz,Ash Shamayatayn,,Well,Al-Mujer / الموجر,Package#5,Contract awarded,,45.0,2304.0,2496.0,4800,"13.33904,44.09245"
2025-05-15,Al Mahwit,Hufash,,Well,Al Safakain Stage-1 / الصفقين مرحلة-1,Package#5,Contract awarded,,45.0,2424.0,2616.0,5040,"13.21373,43.97944"
2025-05-15,Sana'a,Manakha,,Well,Bani Mareh  Stage-1 /  بني مرح م1,Package#5,Contract awarded,,54.0,2064.0,2256.0,4320,"13.18008,44.10063"
2025-05-15,Sana'a,Manakha,,Well,Bani Mareh Stage-2/ بني مرح م2,Package#5,Contract awarded,,2.0,2544.0,2736.0,5280,"13.18728,43.93435"
2025-05-15,Abyan,Ahwar,,Vaccine,Ahwar Hospital,3rd Roll-Out (Vaccine),Tender launched,,49.4,1834.0,2013.0,3847,"16.179468,52.210159"
2025-05-15,Al Hodeidah,Al Mina,,Vaccine,Al Hudaydah Regional Vaccines Warehouse,3rd Roll-Out (Vaccine),Tender launched,,132.6,229840.0,239222.0,469062,"13.58788,43.98777"
2025-05-15,Al Hodeidah,Al Jarahi,,Vaccine,Al Jarahi Rural Hospital,3rd Roll-Out (Vaccine),Tender launched,,85.8,27533.0,15000.0,42533,"15.466361, 45.316986"
2025-05-15,Al Hodeidah,Al Mansoriah,,Vaccine,Al Mansoriah Hospital,3rd Roll-Out (Vaccine),Tender launched,,85.8,3088.0,1220.0,4308,"14.683950, 43.295197"
2025-05-15,Al Maharah,Al Ghaidah,,Vaccine,Al Maharah Governorate Vaccines Warehouse,3rd Roll-Out (Vaccine),Tender launched,,85.8,173441.0,160100.0,333541,"13.515978,46.713505"
2025-05-15,Amanat Al Asimah,Al-Sab’een,,Vaccine,Amanat Al Asimah (Al-Jarda) Governorate Vaccines Warehouse,3rd Roll-Out (Vaccine),Tender launched,,132.6,169785.0,176715.0,346500,"15.175933,44.330267"
2025-05-15,Hajjah,Al-Shahel,,Vaccine,Al-Shahel Rural Hospital,3rd Roll-Out (Vaccine),Tender launched,,49.4,2450.0,1820.0,4270,"14.127572, 43.402309"
2025-05-15,Ibb,AL Saddah,,Vaccine,Ali Abdulmughni Hospital,3rd Roll-Out (Vaccine),Tender launched,,62.4,800.0,1300.0,2100,"15.86136,43.40573"
2025-05-15,Ma'rib,Ma'rib,,Vaccine,Marib Governorate Vaccines Warehouse,3rd Roll-Out (Vaccine),Tender launched,,85.8,16019.0,23451.0,39470,"14.111183,44.440733"
2025-05-15,Sa'dah,Sa'dah,,Vaccine,Sa'ada Governorate Vaccines Warehouse,3rd Roll-Out (Vaccine),Under Design,,132.6,74310.0,77344.0,151654,"15.618717, 44.227533"
2025-05-15,Sana'a,Arhab,,Vaccine,Awmarah Rural Hospital,3rd Roll-Out (Vaccine),Tender launched,,62.4,7500.0,9500.0,17000,"13.7614670,43.7988927"
2025-05-15,Sana'a,Sanhan,,Vaccine,Sayan R.Hospital,3rd Roll-Out (Vaccine),Tender launched,,26.0,0.0,2800.0,2800,"15.296122,44.247552"
2025-05-15,Taiz,Shara'b Ar Rawnah,,Vaccine,Al-Shaheed Abduljalil Hospital,3rd Roll-Out (Vaccine),Tender launched,,62.4,1006.0,700.0,1706,"14.819233, 42.963500"
2025-05-15,Taiz,Al-Mudafer,,Vaccine,Taizz Governorate Vaccines Warehouse,3rd Roll-Out (Vaccine),Tender launched,,132.6,21217.0,22082.0,43299,"16.934838,43.752316"
2025-05-15,Hadramawt,Al-Mukalla,,Clinic,Ibn Sina Hospital Dialysis Center Al-Mukalla,8th Roll-Out ,Tender launched,,132.6,2136.0,1680.0,3816,"14.472305, 49.03326"
2025-05-15,Al Maharah,Al-Ghaidah,,Clinic,Al-Ghaidah Hospital Dialysis Center - Al-Ghaidah,8th Roll-Out ,Tender launched,,132.6,936.0,660.0,1596,"16.211832, 52.189939"
2025-05-15,Hadramawt,Al-Qatin,,Clinic,Al-Qatin Hospital Dialysis Center - Al-Qatin,8th Roll-Out ,Tender launched,,132.6,1236.0,636.0,1872,"15.839495, 48.455342"
2025-05-15,Hadramawt,Sayun,,School,Al-Muhajir School,8th Roll-Out ,Tender launched,,49.4,3156.0,7380.0,10536,"15.95520650, 48.79649118"
2025-05-15,Taiz,Salah,,Clinic,Al-Thawrah Hospital Dialysis Center - Al-Thawrah,8th Roll-Out ,Tender launched,,132.6,14640.0,11076.0,25716,"13.585845,44.022676"
2025-05-15,Shabwah,Osaylan,,Clinic,Osaylan Hospital Dialysis Center - Osaylan,8th Roll-Out ,Tender launched,,62.4,288.0,120.0,408,"15.036880, 45.84817"
2025-05-15,Abyan,Lawdar,,Clinic,Mahnif Hospital Dialysis Center- Lawder,8th Roll-Out ,Tender launched,,85.8,4080.0,3120.0,7200,"13.887106, 45.859010"
2025-05-15,Hajjah,Bani Al Awam,,Well,Bab Jahawar Stage-1,Package#6,Under Design,,9.0,2764.0,2996.0,5760,"15.579985,43.603552"
2025-05-15,Hajjah,Bani Al Awam,,Well,SUID STAGE-2,Package#6,Under Design,,54.0,2764.0,2996.0,5760,"15.579556,43.603084"
2025-05-15,Hajjah,Bani Al Awam,,Well,Al-Dar Stage-3,Package#6,Under Design,,45.0,2587.0,2693.0,5280,"15.58245327,43.596862"
2025-05-15,Hajjah,Bani Al Awam,,Well,Al Khalat  Stage-3 Eastern Path,Package#6,Under Design,,27.0,2116.0,2204.0,4320,"15.577140,43.607542"
2025-05-15,Ibb,Al-Naderah,,Well,Sha'b Al-Maraysi,Package#6,Under Design,,9.0,1497.0,1623.0,3120,"14.03670,44.50209"
2025-05-15,Al Mahwit,Jabal AlMahwit,,Well,Alorqob Stage-2,Package#6,Under Design,,45.0,2940.0,3060.0,6000,"15.4626,43.49066"
2025-05-15,Al Mahwit,Jabal AlMahwit,,Well,LAHIMA STAGE-3,Package#6,Under Design,,45.0,2760.0,3240.0,6000,"15.446071,43.493807"
2025-05-15,Al Mahwit,Jabal AlMahwit,,Well,Al Dhuhur Stage-3,Package#6,Under Design,,36.0,2116.0,2204.0,4320,"15.48465833,43.50574167"
2025-05-15,Al Mahwit,Shibam,,Well,Al Aar Stage-2,Package#6,Under Design,,36.0,2649.0,3111.0,5760,"15.48777,43.80793"
2025-05-15,Al Mahwit,Shibam,,Well,Beit Mufarreh Stage-3,Package#6,Under Design,,18.0,1104.0,1296.0,2400,"15.50269,43.78954"
2025-05-15,Al Mahwit,Alrujum,,Well,Jawharoon Stage-3,Package#6,Under Design,,45.0,2116.0,2204.0,4320,"15.51897167,43.62038500"
2025-05-15,Abyan,Gaishan,,Well,Gabrah water well,Package#7,Under Design,,9.0,1217.0,1373.0,2590,"14.177776°, 46.336118°"
2025-05-15,Ibb,An Nadirah,,Well,Suna'a,Package#7,Under Design,,27.0,1344.0,1456.0,2800,"14.02362 , 44.50064"
2025-05-15,Lahj,Redfan,,Well,Tha Al-Shariah water well,Package#7,Under Design,,27.0,1298.0,1352.0,2650,"13.44987,44.97794"
2025-05-15,Lahj,Halmeen,,Well,Alahwa'ad,Package#7,Under Design,,27.0,1222.0,1378.0,2600,"13.642798,44.848175"
2025-05-15,Lahj,Halmeen,,Well,Jibal Halmeen Stage2,Package#7,Under Design,,45.0,2760.0,3240.0,6000,"13.652708,44.875979"
2025-05-15,Lahj,Halmeen,,Well,Jibal Halmeen Stage3,Package#7,Under Design,,45.0,1978.0,2322.0,4300,"13.665547,44.892676"
2025-05-15,Lahj,Halmeen,,Well,Jibal Halmeen Stage4,Package#7,Under Design,,36.0,1334.0,1566.0,2900,"13.673478,44.906873"
2025-05-15,Lahj,Labous,,Well,Sadd Talmasah,Package#7,Under Design,,45.0,1978.0,2322.0,4300,"13.895374,45.309213"
2025-05-15,Shabwah,Ar Rawdah,,Well,Ghurir Well,Package#7,Under Design,,9.0,1786.0,2014.0,3800,"14.403116°, 47.272595"
2025-05-15,Shabwah,Mayfa'ah,,Well,Koura Al-Ahmad,Package#7,Under Design,,9.0,1833.0,2067.0,3900,"14.275520, 47.546910"
2025-05-15,Socotra,Hadibu,,Well,Well No. 5 Saqsaq#1,Package#7,Under Design,,27.0,4728.0,4922.0,9650,"12.634958 ,54.027306"
2025-05-15,Socotra,Hadibu,,Well,Well No. 5 Saqsaq#2,Package#7,Under Design,,27.0,4512.0,5088.0,9600,"12.634958,54.027306"
2025-05-15,Socotra,Hadibu,,Well,Well No. 4 Arhino#1,Package#7,Under Design,,27.0,4425.0,5195.0,9620,"12.649563, 54.039676"
2025-05-15,Socotra,Hadibu,,Well,Well No. 4 Arhino#2,Package#7,Under Design,,27.0,4622.0,5008.0,9630,"12.649563,54.039676"
2025-05-15,Sana'a,Al-Thawrah,,Vaccine,Sana'a Central Vaccines Warehouse,4th Roll-Out (Vaccine),Under Design,,210.0,0.0,0.0,0,
2025-05-15,Dhamar,Jahran,,Vaccine,Ma`abar Hospital Isolation Unit,4th Roll-Out (Vaccine),Under Design,,132.6,78000.0,72000.0,150000,
2025-05-15,Aden,Khor Maksar,,Vaccine,Aden Central Vaccines Warehouse ,4th Roll-Out (Vaccine),Under Design,,210.0,0.0,0.0,0,
2025-05-15,Lahj,Yafi',,Vaccine,Al Salam Isolation Unit,4th Roll-Out (Vaccine),Under Design,,85.8,4199.0,4687.0,8886,
2025-05-15,Abyan,Ja'ar,,Vaccine,Ja'ar Isolation Unit,4th Roll-Out (Vaccine),Under Design,,85.8,4710.0,4780.0,9490,
2025-05-15,Abyan,Lawdar,,Well,Alnooq,Package#8,Under Design,,4.8,772.0,908.0,1680,
2025-05-15,Abyan,Lawdar,,Well,Alqaima,Package#8,Under Design,,18.0,1881.0,1959.0,3840,
2025-05-15,Ad Dali,Ash Shu'ayb,,Well,Maklan,Package#8,Under Design,,27.0,2116.0,2204.0,4320,
2025-05-15,Ad Dali,Lawdar,,Well,Almashraqah,Package#8,Under Design,,18.0,1270.0,1322.0,2592,
2025-05-15,Ad Dali,Ad Dali',,Well,Bagah # 6,Package#8,Under Design,,72.0,3271.0,3689.0,6960,
2025-05-15,Shabwah,Ataq,,Well,AL-Jabiah 2,Package#8,Under Design,,81.0,2234.0,2326.0,4560,
2025-05-15,Lahj,Habil Jabr,,Well,Ara'ash,Package#8,Under Design,,54.0,3609.0,4071.0,7680,
2025-05-15,Hadramawt,Wadi Al Ayn,,Well,Aljadafir,Package#8,Under Design,,36.0,4060.0,4580.0,8640,
2025-05-15,Ad Dali,Qa'tabah,,Well,Bait Gawa'al,Package#8,Under Design,,36.0,772.0,908.0,1680,
2025-05-15,Shabwah,Arma'a,,Well,AL-Hajer Well,Package#8,Under Design,,27.0,1353.0,1527.0,2880,
2025-05-15,Ma'rib,Harib,,Well,Al-Otair,Package#8,Under Design,,45.0,4060.0,4580.0,8640,
2025-05-15,Ad Dali,Qa'tabah,,Well,Thafi,Package#8,Under Design,,27.0,1481.0,1543.0,3024,
2025-05-15,Shabwah,Ar Rawdah,,Well,Lmater Well,Package#8,Under Design,,27.0,2760.0,3240.0,6000,
2025-05-15,Ma'rib,Madghal Al Jid'an,,Well,Al-Qanaa,Package#8,Under Design,,18.0,2822.0,2938.0,5760,
2025-05-15,Ad Dali,Ash Shu'ayb,,Well,Qated,Package#8,Under Design,,4.8,823.0,857.0,1680,
2025-05-15,Ad Dali,Ash Shu'ayb,,Well,Dhahret Al_Sharaf - Al-Shabeb,Package#8,Under Design,,4.8,1015.0,1145.0,2160,
2025-05-15,Amran,Raydah,,Well,Hamdah well,Package#8,Under Design,,81.0,2004.0,2100.0,4104,
2025-05-15,Amran,Eyal Surayh,,Well,Bait Sabeh,Package#8,Under Design,,36.0,1706.0,1750.0,3456,
2025-06-15,Hadramawt,Ghayl Bin Yamin,Al Maqd,School,Aisha Complex for Girls,Roll-Out-1,Energized,Lot-1,6.6,0.0,649.0,649,"15.546326,49.347984"
2025-06-15,Hadramawt,Dawan,Saif,School,Omar bin Abdulaziz School,Roll-Out-1,Energized,Lot-1,6.6,200.0,226.0,426,"15.32405,48.320344"
2025-06-15,Hadramawt,Ghayl Bawazir,Al-Ghail bawazeer,School,Girl School Ghail Bawazeer,Roll-Out-1,Energized,Lot-1,17.6,0.0,800.0,800,"14.765667,49.372728"
2025-06-15,Hadramawt,Ar Raydah wa Qussayar,Hay Alshaheed,School,Girl School in Qusayaar,Roll-Out-1,Energized,Lot-1,8.8,0.0,368.0,368,"14.942097,50.341980"
2025-06-15,Hadramawt,Ar Raydah wa Qussayar,Al Rayadah,Clinic,Al Rayadah hospital,Roll-Out-1,Energized,Lot-1,22.0,7320.0,7656.0,14976,"15.037327,50.478479"
2025-06-15,Hadramawt,Ar Raydah wa Qussayar,Qusayar,Clinic,Qusayar Health Center,Roll-Out-1,Energized,Lot-1,22.0,4240.0,4400.0,8640,"14.939981,50.337068"
2025-06-15,Hadramawt,Tarim,Ar Rawdah,School,Aydeed School,Roll-Out-1,Energized,Lot-1,13.2,0.0,403.0,403,"16.049705,48.975952"
2025-06-15,Hadramawt,Al Qatn,Al saha,School,Al-Sayidah Khadijah School,Roll-Out-1,Energized,Lot-1,8.8,0.0,520.0,520,"15.842460,48.481705"
2025-06-15,Hadramawt,Shibam,Laherah,School,Bohayrat Al-Sham School,Roll-Out-1,Energized,Lot-1,6.6,0.0,318.0,318,"15.955961,48.677001"
2025-06-15,Hadramawt,Amd,khanfar,School,Um-Al-Mo'amineen School,Roll-Out-1,Energized,Lot-1,6.6,0.0,150.0,150,"15.420230,48.056131"
2025-06-15,Hadramawt,Rakhyah,Sina'a,Clinic,Sina'a Health Center,Roll-Out-1,Energized,Lot-1,22.0,4500.0,5496.0,9996,"15.405247,47.764976"
2025-06-15,Hadramawt,Amd,Habb,Clinic,Amd Health Center,Roll-Out-1,Energized,Lot-1,8.8,1089.0,1500.0,2589,"15.317560,47.990719"
2025-06-15,Hadramawt,As Sawm,Alsafiah,Clinic,Al-Som Hospital,Roll-Out-1,Energized,Lot-1,22.0,2282.0,2500.0,4782,"16.1422373,49.291223"
2025-06-15,Shabwah,Jardan,Ayath,School,Ayath School,Roll-Out-1,Energized,Lot-1,6.6,200.0,260.0,460,"14.996590,46.854483"
2025-06-15,Shabwah,Habban,Habban,School,Al-Thawra School - Habban,Roll-Out-1,Energized,Lot-1,6.6,0.0,570.0,570,"14.349974,47.078423"
2025-06-15,Shabwah,Markhah As Sufla,Khorah Center,School,Az-Zahrah School - Khorah,Roll-Out-1,Energized,Lot-1,6.6,0.0,717.0,717,"14.432600,46.152874"
2025-06-15,Shabwah,At Talh,Kerathah,School,Kerathah School,Roll-Out-1,Energized,Lot-1,6.6,0.0,185.0,185,"14.999359,47.173228"
2025-06-15,Shabwah,As Said,Al-Sadiyah,School,Al-Sadiyah School,Roll-Out-1,Energized,Lot-1,4.4,102.0,108.0,210,"14.368332,46.910948"
2025-06-15,Shabwah,Ataq,Ataq,School,Albayhani School,Roll-Out-1,Energized,Lot-1,22.0,0.0,1046.0,1046,"14.521533,46.852196"
2025-06-15,Shabwah,Ataq,Ataq,School,Belqees School,Roll-Out-1,Energized,Lot-1,22.0,0.0,1400.0,1400,"14.538336,46.827681"
2025-06-15,Shabwah,Habban,Huda,Clinic,Al-Huda Health Center,Roll-Out-1,Energized,Lot-1,6.6,1692.0,2112.0,3804,"14.217443,47.165805"
2025-06-15,Shabwah,At Talh,At-Talh,Clinic,At-Talh Hospital - Shawah,Roll-Out-1,Energized,Lot-1,22.0,2800.0,2847.0,5647,"15.154870,47.402301"
2025-06-15,Shabwah,Osaylan,Al-Noqob,Clinic,Al-Noqob Health Center,Roll-Out-1,Energized,Lot-1,6.6,1308.0,1440.0,2748,"14.986835,45.789649"
2025-06-15,Shabwah,Ar Rawdah,Ar Rawdah,Clinic,Ar-Rawdha Hospital,Roll-Out-1,Energized,Lot-1,52.8,4020.0,4130.0,8150,"14.476546, 47.273253"
2025-06-15,Shabwah,Nisab,Al-Hanak,Clinic,Al-Hanak Health Center,Roll-Out-1,Energized,Lot-1,8.8,1368.0,2004.0,3372,"14.312601,46.670971"
2025-06-15,Shabwah,Radum,Rodhom,Clinic,Rodhom Hospital,Roll-Out-1,Energized,Lot-1,52.8,8592.0,14448.0,23040,"14.092906,47.725827"
2025-06-15,Al Maharah,Qishn,Al Mensaf,School,Al Mensaf School,Roll-Out-1,Energized,Lot-1,6.6,171.0,124.0,295,"15.430968,51.688211"
2025-06-15,Al Maharah,Sayhut,Saihout,School,Az-Zahrah School,Roll-Out-1,Energized,Lot-1,6.6,0.0,270.0,270,"15.209743,51.252464"
2025-06-15,Al Maharah,Al Ghaydhah,Alabri,School,Khawlah School,Roll-Out-1,Energized,Lot-1,8.8,0.0,349.0,349,"16.229806,52.187072"
2025-06-15,Al Maharah,Haswin,Kudaifoot,School,Radfan School,Roll-Out-1,Energized,Lot-1,13.2,231.0,238.0,469,"15.633166,52.162804"
2025-06-15,Al Maharah,Al Masilah,Al Ais,School,Saeed Naseeb School,Roll-Out-1,Energized,Lot-1,8.8,290.0,297.0,587,"15.235521,51.11021"
2025-06-15,Al Maharah,Manar,Wadi Makrm,Clinic,Karawi Health Center,Roll-Out-1,Energized,Lot-1,13.2,2600.0,3100.0,5700,"15.906818,50.971675"
2025-06-15,Al Maharah,Shahin,Matn,Clinic,Al-Sultan Qaboos Hospital,Roll-Out-1,Energized,Lot-1,41.8,5680.0,6320.0,12000,"17.801092, 52.547247"
2025-06-15,Al Maharah,Manar,Arbabut,Clinic,Arnabut Health Center,Roll-Out-1,Energized,Lot-1,13.2,2260.0,2300.0,4560,"16.455113, 50.527976"
2025-06-15,Lahj,Al Qubaytah,Souq Al-Khamis,Clinic,Souq Al-Khamis Health Center,Roll-Out-1,Energized,Lot-2,4.4,1164.0,1284.0,2448,"13.2395,44.38818"
2025-06-15,Lahj,Yafi,Al-Quaiti,School,Al-Qaiti School,Roll-Out-1,Energized,Lot-2,6.6,180.0,240.0,420,"13.87671,45.21305"
2025-06-15,Lahj,Yahr,Yaher,School,Ash-Shaheed Said Abdulmuhsen School,Roll-Out-1,Energized,Lot-2,6.6,540.0,752.0,1292,"13.774110, 45.220180"
2025-06-15,Lahj,Tuban,Al-Jarba'a,School,Mojama'a Al-Saeed School,Roll-Out-1,Energized,Lot-2,13.2,0.0,3590.0,3590,"12.99506,44.91443"
2025-06-15,Lahj,Yafi,Hobat,School,Al-Khansa School,Roll-Out-1,Energized,Lot-2,6.6,0.0,327.0,327,"13.885818, 45.224311"
2025-06-15,Lahj,Yafi,AL-SALAM,School,Mojama'a Al-Awdi,Roll-Out-1,Energized,Lot-2,13.2,898.0,1075.0,1973,"13.871667, 45.25388"
2025-06-15,Aden,Dar Sad,Al-Basateen,School,Khawlah Bint Al-Azwar School,Roll-Out-1,Energized,Lot-2,8.8,0.0,2040.0,2040,"12.883390, 44.977996"
2025-06-15,Aden,Al Burayqah,Enma'a,School,Abu Harb School,Roll-Out-1,Energized,Lot-2,13.2,0.0,1800.0,1800,"12.838791, 44.956400"
2025-06-15,Aden,Al Burayqah,Al_hoswa,School,Asma Bint Abu Baker School,Roll-Out-1,Energized,Lot-2,13.2,0.0,1661.0,1661,"12.836111, 44.947500"
2025-06-15,Aden,Al Mansurah,Abd_alaziz,School,Ba-Theb School,Roll-Out-1,Energized,Lot-2,17.6,0.0,1040.0,1040,"12.861722, 44.995667"
2025-06-15,Aden,Al Mansurah,Alkatherey,School,Mojamma Al-Mehdhar (Ali Salem Baraba'a),Roll-Out-1,Energized,Lot-2,17.6,0.0,1400.0,1400,"12.873556, 44.979722"
2025-06-15,Aden,Ash Shaykh Othman,Almomdarah,School,Al-Mmdarah Girl School,Roll-Out-1,Energized,Lot-2,13.2,0.0,3050.0,3050,"12.875000, 45.008611"
2025-06-15,Ad Dali,Ad Dali,Ad-Dhale'a,School,Ali Mohammed Saleh School,Roll-Out-1,Energized,Lot-2,8.8,0.0,1330.0,1330,"13.698889, 44.731667"
2025-06-15,Ad Dali,Ad Dali,Al hood,School,Abdullah Hamoud Al-Samni School,Roll-Out-1,Energized,Lot-2,6.6,580.0,520.0,1100,"13.717500, 44.722778"
2025-06-15,Ad Dali,Ad Dali,lakmat Salah,School,Abdullah Abduldaim School,Roll-Out-1,Energized,Lot-2,6.6,720.0,780.0,1500,"13.793689, 44.720595"
2025-06-15,Ad Dali,Ad Dali,Al_bajah,School,Abdullah Abdulkareem School,Roll-Out-1,Energized,Lot-2,4.4,400.0,387.0,787,"13.806944, 44.708611"
2025-06-15,Ad Dali,Al Azariq,qared,School,Oqbah Bin Nafe'a School,Roll-Out-1,Energized,Lot-2,4.4,430.0,520.0,950,"13.671832, 44.710780"
2025-06-15,Taiz,Al Mawasit,AL-AYIN,Clinic,Al-Ayn Health Center,Roll-Out-1,Energized,Lot-2,8.8,3180.0,5568.0,8748,"13.32862,44.08366"
2025-06-15,Taiz,Mashrah Wa Hadnan,HADNAN,Clinic,Al-Shefa'a Health Unit,Roll-Out-1,Energized,Lot-2,4.4,578.0,1406.0,1984,"13.54129,43.99725"
2025-06-15,Taiz,Dhubab,AL-JADEED,School,Omer Bin Abdulaziz School,Roll-Out-1,Energized,Lot-2,6.6,170.0,206.0,376,"13.12137,43.32702"
2025-06-15,Taiz,Al Maafer,Al-SENAH,School,Ash-Shaheed Abdu Qasem School,Roll-Out-1,Energized,Lot-2,4.4,250.0,341.0,591,"13.34813,44.0196"
2025-06-15,Abyan,Mudiyah,Mudiyah,School,Mudiyah Girl School,Roll-Out-1,Energized,Lot-2,6.6,895.0,1105.0,2000,"14.132725, 43.390203"
2025-06-15,Abyan,Lawdar,Amagel,School,Al-Faqeed Alalah School,Roll-Out-1,Energized,Lot-2,6.6,0.0,234.0,234,"15.236850, 43.238844"
2025-06-15,Abyan,Al Wadi',Al Batan,School,Abdullalah Shaikh School,Roll-Out-1,Energized,Lot-2,4.4,300.0,325.0,625,"15.327442, 43.168225"
2025-06-15,Abyan,Rassd,Rosod,Clinic,Rosod General Hospital,Roll-Out-1,Energized,Lot-2,41.8,120.0,180.0,300,"14.684006, 43.328747"
2025-06-15,Al Hodeidah,Al Jarrahi,Al Jarahi,Clinic,Al Jarahi Old Health Center,Roll-Out-1,Energized,Lot-3,41.8,870.0,930.0,1800,"14.676056, 43.550539"
2025-06-15,Al Hodeidah,Ad Dohi,Al Madman,Clinic,Al Madman Health Center,Roll-Out-1,Energized,Lot-3,6.6,2160.0,2640.0,4800,"14.578203, 43.639961"
2025-06-15,Al Hodeidah,Al Mighlaf,AL HADADIAH,Clinic,Al Hadadiah Health Center,Roll-Out-1,Energized,Lot-3,6.6,3240.0,3360.0,6600,"14.649647, 43.691425"
2025-06-15,Al Hodeidah,Al Mansuriyah,Al Maibaliah,Clinic,Al Maibaliah Health Center,Roll-Out-1,Energized,Lot-1,4.4,2280.0,2520.0,4800,"14.010236, 45.565268"
2025-06-15,Raymah,Al Jabin,Al Ribat,Clinic,Al Ribat Health Center,Roll-Out-1,Energized,Lot-3,4.4,1800.0,2400.0,4200,"14.418948,44.836313"
2025-06-15,Raymah,Kusmah,Kusmah,Clinic,Kosmah Health Center,Roll-Out-1,Energized,Lot-3,8.8,1944.0,2256.0,4200,"13.994454, 44.220831"
2025-06-15,Raymah,Mazhar,Al Qausaia,Clinic,Al Qusaia Health Center,Roll-Out-1,Energized,Lot-3,8.8,2700.0,4500.0,7200,"14.007240, 44.291559"
2025-06-15,Al Bayda,Al Bayda City,Al-Baydha,Clinic,Al-Zahra Dialysis Center,Roll-Out-1,Energized,Lot-3,72.6,1128.0,516.0,1644,"13.998337, 44.118586"
2025-06-15,Al Bayda,Rada,Rada'a,Clinic,Maternity Center and Childhood Health Center,Roll-Out-1,Energized,Lot-3,41.8,0.0,30168.0,30168,"13.917101, 44.409534"
2025-06-15,Ibb,Ibb,Manzel Mosa,Clinic,Manzel Mussa Health Center,Roll-Out-1,Energized,Lot-3,13.2,423.0,477.0,900,"14.029489, 44.311045"
2025-06-15,Ibb,Badan,Haisan,Clinic,Hayssan Health Center,Roll-Out-1,Energized,Lot-3,13.2,120.0,130.0,250,"13.712747, 45.302668"
2025-06-15,Ibb,Ibb,Al Yahari,Clinic,Al-Yahari Health Center,Roll-Out-1,Energized,Lot-3,13.2,4944.0,5856.0,10800,"13.927472, 46.082583"
2025-06-15,Ibb,Badan,Al Atharib,Clinic,Al-A'thareb Health Center,Roll-Out-1,Energized,Lot-3,8.8,840.0,960.0,1800,"13.807211, 45.774212"
2025-06-15,Ibb,Ash Shair,Al Dhawhar,Clinic,Al-Dhawher Health Center,Roll-Out-1,Energized,Lot-3,6.6,2400.0,3000.0,5400,"13.826232, 46.039108"
2025-06-15,Dhamar,Dawran Anis,Al Tashleel,Clinic,At-Tashleel Health Center,Roll-Out-1,Energized,Lot-3,4.4,2160.0,3600.0,5760,"14.705611,44.272816"
2025-06-15,Dhamar,Jahran,Al Sanam,Clinic,Al-Sanam Health Center,Roll-Out-1,Energized,Lot-3,8.8,2520.0,2880.0,5400,"14.543358,44.264926"
